game,move_count,move_times,moves,moves_to_mate,starting_variation,winner,sims,exploration_alg
game3,20,"[53.08141823999995, 51.18212720800011, 49.12068102500007, 52.31624549800017, 51.53085443599957, 50.833667022000554, 52.45631811400017, 52.091000383999926, 51.66318232799949, 53.48455846900015]","[Move.from_uci('f3g4'), Move.from_uci('f1f4'), Move.from_uci('g4f5'), Move.from_uci('a2a3'), Move.from_uci('f5f7'), Move.from_uci('f4f3'), Move.from_uci('d3c4'), Move.from_uci('f3f2'), Move.from_uci('h2h3'), Move.from_uci('g1h1')]",mate_in_3,0,draw,800,Thompson Sampling
game4,9,"[50.775753601999895, 50.53195882399996, 52.27219450700068, 48.902551227000004, 7.606327096999848]","[Move.from_uci('f3h3'), Move.from_uci('f1f3'), Move.from_uci('b2b4'), Move.from_uci('f3f7'), Move.from_uci('h3h7')]",mate_in_3,0,White,800,Thompson Sampling
game5,20,"[52.089808483000525, 52.019205980999686, 50.27332124899931, 50.807501968, 50.63171592699928, 49.2039621189997, 49.74943745000019, 50.058770138, 45.07607550300054, 46.31921593599964]","[Move.from_uci('a2a4'), Move.from_uci('f3g4'), Move.from_uci('g4h4'), Move.from_uci('h4e1'), Move.from_uci('f1f3'), Move.from_uci('f3e3'), Move.from_uci('e3f3'), Move.from_uci('e5f6'), Move.from_uci('b2b3'), Move.from_uci('g1h1')]",mate_in_3,0,draw,800,Thompson Sampling
game6,7,"[52.26431182599936, 49.869091611999465, 50.415430095000374, 7.091875559000073]","[Move.from_uci('f3c6'), Move.from_uci('f1f6'), Move.from_uci('c6d6'), Move.from_uci('f6f8')]",mate_in_3,0,White,800,Thompson Sampling
game7,20,"[52.3156172759991, 51.52847895800005, 51.24654607799948, 51.38157657000011, 52.151581420000184, 54.10026403000029, 53.505235067000285, 53.934670580000784, 53.77997991899974, 53.54294277500048]","[Move.from_uci('f3f2'), Move.from_uci('f2c5'), Move.from_uci('c5e3'), Move.from_uci('f1d1'), Move.from_uci('b2b4'), Move.from_uci('g1f1'), Move.from_uci('h2h3'), Move.from_uci('d1d2'), Move.from_uci('d2b2'), Move.from_uci('b2b3')]",mate_in_3,0,draw,800,Thompson Sampling
game8,11,"[53.53088440400006, 50.42692218400043, 51.49791148499935, 51.183237257000656, 46.34349996700075, 6.717017377000047]","[Move.from_uci('f3h3'), Move.from_uci('h3g4'), Move.from_uci('f1e1'), Move.from_uci('e1e3'), Move.from_uci('g4e6'), Move.from_uci('e6e8')]",mate_in_3,0,White,800,Thompson Sampling
game9,5,"[51.60108764300003, 52.303347432999544, 7.047960462000447]","[Move.from_uci('h2h3'), Move.from_uci('a2a3'), Move.from_uci('f3f8')]",mate_in_3,0,White,800,Thompson Sampling
game10,20,"[51.37855696599945, 50.82588867399954, 53.05023412900027, 51.65070779600046, 51.25183482800003, 50.90591617999962, 50.849550605999866, 49.58400261400038, 50.847712558999774, 48.102507729000536]","[Move.from_uci('f3f8'), Move.from_uci('f1d1'), Move.from_uci('b2b4'), Move.from_uci('g2g3'), Move.from_uci('d1d2'), Move.from_uci('d2g2'), Move.from_uci('e5d6'), Move.from_uci('g2e2'), Move.from_uci('b4c5'), Move.from_uci('e2e4')]",mate_in_3,0,draw,800,Thompson Sampling
game11,11,"[53.5115844689999, 51.55808138900011, 51.5002139169992, 51.70237184599955, 51.912020073999884, 7.891610200999821]","[Move.from_uci('f3f5'), Move.from_uci('f1d1'), Move.from_uci('f5g4'), Move.from_uci('g4e4'), Move.from_uci('d1f1'), Move.from_uci('f1f8')]",mate_in_3,0,White,800,Thompson Sampling
game12,20,"[50.83103639700039, 52.1173893160003, 51.462622639000074, 51.09555583199926, 50.9408293259994, 48.140221721999296, 47.920163740000135, 46.88193465400036, 44.05485479100025, 45.34719623299952]","[Move.from_uci('f3f4'), Move.from_uci('d3d4'), Move.from_uci('h2h4'), Move.from_uci('f1a1'), Move.from_uci('a2a4'), Move.from_uci('a1a2'), Move.from_uci('a2a3'), Move.from_uci('a4b5'), Move.from_uci('g2g4'), Move.from_uci('g1g2')]",mate_in_3,0,draw,800,Thompson Sampling
game13,5,"[50.745215405000636, 47.2769108829998, 7.1044464439992225]","[Move.from_uci('f3c6'), Move.from_uci('c6c8'), Move.from_uci('c8f8')]",mate_in_3,0,White,800,Thompson Sampling
game14,11,"[50.16596413300067, 51.64214591600012, 47.423548826000115, 49.87580590699963, 43.5227686420003, 7.018379759000709]","[Move.from_uci('f3g3'), Move.from_uci('f1f5'), Move.from_uci('h2h4'), Move.from_uci('g1f2'), Move.from_uci('g3g5'), Move.from_uci('f5f8')]",mate_in_3,0,White,800,Thompson Sampling
game0,5,"[45.18135601100039, 42.3196774500002, 6.99187502300083]","[Move.from_uci('e6f8'), Move.from_uci('f8e6'), Move.from_uci('b7b8')]",mate_in_5,0,White,800,Thompson Sampling
game1,7,"[44.69327928799976, 45.83544192299996, 46.10335034200034, 6.8580242749994795]","[Move.from_uci('g2h3'), Move.from_uci('b3b4'), Move.from_uci('h3g4'), Move.from_uci('d7d8')]",mate_in_5,0,White,800,Thompson Sampling
game2,20,"[45.88038613899971, 47.871363562000624, 47.88463402900015, 47.558558630000334, 47.31448086199998, 47.2950343370012, 46.288525059000676, 46.87893406799958, 47.43822978299977, 45.60267059100079]","[Move.from_uci('b7b5'), Move.from_uci('g3f4'), Move.from_uci('e6d4'), Move.from_uci('b5d5'), Move.from_uci('d4b3'), Move.from_uci('e2e3'), Move.from_uci('d7b7'), Move.from_uci('b3a1'), Move.from_uci('g2h1'), Move.from_uci('b7b5')]",mate_in_5,0,draw,800,Thompson Sampling
game3,3,"[46.04779939100081, 7.084743648998483]","[Move.from_uci('d7f7'), Move.from_uci('f7f8')]",mate_in_5,0,White,800,Thompson Sampling
game4,13,"[46.28426337499877, 45.51787098100067, 45.17526196399922, 43.52185767999981, 44.018347277999055, 45.175213129999975, 7.148630355999558]","[Move.from_uci('e2e4'), Move.from_uci('h2h3'), Move.from_uci('g2g1'), Move.from_uci('d7d6'), Move.from_uci('g1g2'), Move.from_uci('b7c7'), Move.from_uci('c7c8')]",mate_in_5,0,White,800,Thompson Sampling
game5,7,"[46.38938956399943, 47.694557960001475, 48.617183096999725, 7.8034270130010555]","[Move.from_uci('e6c7'), Move.from_uci('b7b8'), Move.from_uci('c7e6'), Move.from_uci('b8f8')]",mate_in_5,0,White,800,Thompson Sampling
game6,11,"[48.62239589500132, 45.26365993800027, 46.20741534999979, 45.9833080949993, 43.991097820000505, 7.55731355899843]","[Move.from_uci('g3g4'), Move.from_uci('e2e3'), Move.from_uci('d7d8'), Move.from_uci('g2h1'), Move.from_uci('d8c8'), Move.from_uci('c8f8')]",mate_in_5,0,White,800,Thompson Sampling
game7,9,"[48.26525467600004, 48.21490571300092, 45.944086654000785, 47.002354774000196, 7.959855524000886]","[Move.from_uci('e6d4'), Move.from_uci('d7f7'), Move.from_uci('d4c6'), Move.from_uci('b7b8'), Move.from_uci('b8f8')]",mate_in_5,0,White,800,Thompson Sampling
game8,20,"[45.29815690899886, 47.56197351300034, 47.16843349100054, 48.13072106400068, 48.502086708000206, 49.606982839999546, 48.16014326699951, 46.62515367299966, 44.98975006799992, 44.739631346999886]","[Move.from_uci('g3f4'), Move.from_uci('g2h1'), Move.from_uci('d7d4'), Move.from_uci('h1g2'), Move.from_uci('b7b4'), Move.from_uci('f4f5'), Move.from_uci('d4f4'), Move.from_uci('e6g7'), Move.from_uci('b4b5'), Move.from_uci('g2f2')]",mate_in_5,0,draw,800,Thompson Sampling
game9,19,"[46.41011878599966, 44.569944879000104, 45.99161187500067, 45.140311424000174, 46.41968166100014, 44.464852507000614, 45.514381278000656, 46.07884299699981, 44.59307681199971, 6.5462672199992085]","[Move.from_uci('e2e4'), Move.from_uci('g2f1'), Move.from_uci('e6d8'), Move.from_uci('d7d5'), Move.from_uci('d8f7'), Move.from_uci('f7g5'), Move.from_uci('d5f5'), Move.from_uci('b7b6'), Move.from_uci('b6g6'), Move.from_uci('f5f8')]",mate_in_5,0,White,800,Thompson Sampling
game10,20,"[45.50348424799995, 47.64572482800031, 46.00192689399955, 47.216368479001176, 46.93707324800016, 47.486372552999455, 45.53347495399976, 45.80066082799931, 45.63394462399992, 46.05561145700085]","[Move.from_uci('e6f4'), Move.from_uci('b7b8'), Move.from_uci('d7d4'), Move.from_uci('g2f2'), Move.from_uci('f4d3'), Move.from_uci('d3e5'), Move.from_uci('e5c4'), Move.from_uci('h2h4'), Move.from_uci('d4d8'), Move.from_uci('d8d7')]",mate_in_5,0,draw,800,Thompson Sampling
game11,7,"[46.97844219199942, 43.84302609899896, 40.5508321289999, 6.790411231000689]","[Move.from_uci('e6f8'), Move.from_uci('h2h3'), Move.from_uci('b7b8'), Move.from_uci('f8g6')]",mate_in_5,0,White,800,Thompson Sampling
game12,11,"[47.25121437599955, 46.97084780300065, 46.81083070400018, 43.11790566899981, 43.73660045700126, 5.9144688160013175]","[Move.from_uci('d7e7'), Move.from_uci('g2g1'), Move.from_uci('e2e4'), Move.from_uci('g3g4'), Move.from_uci('g1g2'), Move.from_uci('b7b8')]",mate_in_5,0,White,800,Thompson Sampling
game13,11,"[47.44389077500091, 44.9046982889995, 43.90423197000018, 45.28506468500018, 44.131839638999736, 6.605776558999423]","[Move.from_uci('d7f7'), Move.from_uci('b7a7'), Move.from_uci('f7b7'), Move.from_uci('g2f1'), Move.from_uci('f1f2'), Move.from_uci('a7a8')]",mate_in_5,0,White,800,Thompson Sampling
game14,20,"[47.275572594999176, 45.3980068059991, 46.563808085000346, 42.59552770799928, 42.26783458600039, 43.83350594999865, 40.35543083399898, 42.91251103899958, 44.49984842199956, 45.78212632599934]","[Move.from_uci('g2h3'), Move.from_uci('b3b4'), Move.from_uci('e6f8'), Move.from_uci('d7c7'), Move.from_uci('h3g2'), Move.from_uci('c7d7'), Move.from_uci('d7d1'), Move.from_uci('b7h7'), Move.from_uci('f8d7'), Move.from_uci('h2h3')]",mate_in_5,0,draw,800,Thompson Sampling
