board,moving_colour,move
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000000000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001100000000000000000100000000000000000001000000000000100010000000000000001000000/10000000000000000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000100000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,d5d4
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000000000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100010000000000000001000000/10000000000000000000000001000000000000100000100000000000000000001000000000000100000000000010000000000001/00000000000100000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,a3a4
00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/10000000000000000000000001000000000000100000000000010000000000001000000000000110000000000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000010000000000000000001/00000000000010000000000001100000000000000000000000010000000000001000000000000100010000000000000001000000/00000000000100000000000001000000000000100000100000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001,1,c5c4
01000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000000000/10000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001000000000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000,0,e2e4
01000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000000000/10000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001000000000000/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000001000000000000100000000000010000000000000000001000000100000000000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000,1,e7e6
01000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000000000/10000000000001000000000000100000000000010000000000000000000000001100000000000010000000000001000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000001000000000000100000000000010000000000000000001000000100000000000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000,1,f2f4
01000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000000000/10000000000001000000000000100000000000010000000000000000000000001100000000000010000000000001000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000001000000000000100000000000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000001000000000000100000000000010000000000000000001000000000000100000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000,1,d7d5
01000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000000000/10000000000001000000000000100000000000000000000000010000000000001100000000000010000000000001000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000000000110000000000000000000000001000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000001000000000000100000000000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000001000000000000100000000000010000000000000000001000000000000100000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000,1,e4e5
01000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000000000/10000000000001000000000000100000000000000000000000010000000000001100000000000010000000000001000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001000000000000110000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000001000000000000100000000000010000000000000000001000000000000100000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000,1,c7c5
01000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000000000/10000000000001000000000000000000000000100000000000010000000000001100000000000010000000000001000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000001000000000000100000000000010000000000000000001000000000000100000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000,1,g1f3
01000000000000010000000000000100000000000001000000000000010000000000100000000000100000000000100000000000/10000000000001000000000000000000000000100000000000010000000000001100000000000010000000000001000000000000/00000000000010000000000001000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000001000000000000000010000000000001/00000010000000000001000000000000100000000000010000000000000000001000000000000100000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000000010000000100000,1,d8b6
01000000000000010000000000000100000000000000000000010000010000000000100000000000100000000000100000000000/10000000000001000000000000000000000000100000000000010000000000001100000000000010000000000001000000000000/00000000000010000100000000000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000001000000000000000010000000000001/00000010000000000001000000000000100000000000010000000000000000001000000000000100000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000000010000000100000,1,c2c3
01000000000000010000000000000100000000000000000000010000010000000000100000000000100000000000100000000000/10000000000001000000000000000000000000100000000000010000000000001100000000000010000000000001000000000000/00000000000010000100000000000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000010000000000000000001000000000000100000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000000010000000100000,1,b8c6
01000000000000000000000001000100000000000000000000010000010000000000100000000000100000000000100000000000/10000000000001000000000000000000000000100000000000010000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000000000010000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000010000000000000000001000000000000100000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000000010000000100000,1,d2d3
01000000000000000000000001000100000000000000000000010000010000000000100000000000100000000000100000000000/10000000000001000000000000000000000000100000000000010000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000000000010000000000001000000000000100000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000000010000000100000,1,c8d7
01000000000000000000000001000000000000100000000000010000010000000000100000000000100000000000100000000000/10000000000001000000000000000000000000100010000000000000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000000000010000000000001000000000000100000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000100000000000000010000000100000,1,f1e2
01000000000000000000000001000000000000100000000000010000010000000000100000000000100000000000100000000000/10000000000001000000000000000000000000100010000000000000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000000000010000000001000000000000000100000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000000100000000000010000000100000,1,g8h6
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010010000000000/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000000000010000000001000000000000000100000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000010000000000000100000000000010000000100000,1,e1g1
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010010000000000/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000000000010000000001000000000000000100000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000001000000010000000000000000100000000000001,1,h6f5
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000001000000000000000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000000000010000000001000000000000000100000010000000000001000000/00000001000000000000010000000000000100000000000001000000000000001000000010000000000000000100000000000001,1,g2g4
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000001000000000000000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000010000000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000000000010000000001000000000000000100000000000010000001000000/00000001000000000000010000000000000100000000000001000000000000001000000010000000000000000100000000000001,1,f5h6
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010010000000000/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000010000000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000000000010000000001000000000000000100000000000010000001000000/00000001000000000000010000000000000100000000000001000000000000001000000010000000000000000100000000000001,1,g1g2
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010010000000000/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000010000000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000000000010000000001000000000000000100000000000100000001000000/00000001000000000000010000000000000100000000000001000000000000001000000010000000000000000010000000000001,1,h6g4
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000100000000000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000001000000000000000010000000000001/00000010000000000001000000000000000000100000000000010000000001000000000000000100000000000100000001000000/00000001000000000000010000000000000100000000000001000000000000001000000010000000000000000010000000000001,1,h2h3
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000100000000000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000001000000000000000010000001000000/00000010000000000001000000000000000000100000000000010000000001000000000000000100000000000100000000000001/00000001000000000000010000000000000100000000000001000000000000001000000010000000000000000010000000000001,1,g4h6
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010010000000000/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000001000000000000000010000001000000/00000010000000000001000000000000000000100000000000010000000001000000000000000100000000000100000000000001/00000001000000000000010000000000000100000000000001000000000000001000000010000000000000000010000000000001,1,f3g5
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010010000000000/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000100000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000000010000000001000000000000000100000000000100000000000001/00000001000000000000010000000000000100000000000001000000000000001000000010000000000000000010000000000001,1,h6f5
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000001000000000000000000100000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000000010000000001000000000000000100000000000100000000000001/00000001000000000000010000000000000100000000000001000000000000001000000010000000000000000010000000000001,1,e2g4
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000000000000001100000000000010000000000001000000000000/00000000000010000100000000001000000000000000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000001000000000000000000100000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000010000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000000010000000000001000000000000100000000000100000000000001/00000001000000000000010000000000000100000000000001000000000000001000000010000000000000000010000000000001,1,c6e7
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000010000000000100000000000010000000000001000000000000/00000000000010000100000000000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000001000000000000000000100000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000010000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000000010000000000001000000000000100000000000100000000000001/00000001000000000000010000000000000100000000000001000000000000001000000010000000000000000010000000000001,1,b1d2
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000010000000000100000000000010000000000001000000000000/00000000000010000100000000000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000001000000000000000000100000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000010000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000100000000000001/00000001000000000000000001000000000100000000000001000000000000001000000010000000000000000010000000000001,1,f5e3
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000010000000000100000000000010000000000001000000000000/00000000000010000100000000000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000100000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000010000000000000001/00000000000010000000000001000000100000000000010000000010000000000000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000100000000000001/00000001000000000000000001000000000100000000000001000000000000001000000010000000000000000010000000000001,1,g2f3
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000010000000000100000000000010000000000001000000000000/00000000000010000100000000000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000100000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000010000000000000001/00000000000010000000000001000000100000000000010000000010000000000000000000001000000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000010000000000001/00000001000000000000000001000000000100000000000001000000000000001000000010000000000000000010000000000001,1,e3d1
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000010000000000100000000000010000000000001000000000000/00000000000010000100000000000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000100000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000010000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000001000000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000010000000000001/00000001000000000000000001000000000100000100000000000000000000001000000010000000000000000010000000000001,1,f1d1
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000010000000000100000000000010000000000001000000000000/00000000000010000100000000000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000100000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000010000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000001000000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000010000000000001/00000001000000000000000001000000000100000000001000000000000000001000000000000100000000000010000000000001,1,h7h6
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000010000000000100000000000010000000000000000000000001/00000000000010000100000000000000000000100000000000011000000000000000000000000100000000000011000000000000/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000100000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000010000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000001000000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000010000000000001/00000001000000000000000001000000000100000000001000000000000000001000000000000100000000000010000000000001,1,g5f7
01000000000000000000000001000000000000100000000000010000010000000000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000010000000000000000001000010000000000000000000000001/00000000000010000100000000000000000000100000000000011000000000000000000000000100000000000011000000000000/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000010000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000001000000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000010000000000001/00000001000000000000000001000000000100000000001000000000000000001000000000000100000000000010000000000001,1,e8f7
01000000000000000000000001000000000000100000000000010000000000001000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000010000000000000001000000010000000000000000000000001/00000000000010000100000000000000000000100000000000011000000000000000000000000100000000000011000000000000/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000010000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000001000000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000010000000000001/00000001000000000000000001000000000100000000001000000000000000001000000000000100000000000010000000000001,1,d1f1
01000000000000000000000001000000000000100000000000010000000000001000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000010000000000000001000000010000000000000000000000001/00000000000010000100000000000000000000100000000000011000000000000000000000000100000000000011000000000000/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000010000000000001/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000010000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000001000000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000010000000000001/00000001000000000000000001000000000100000000000000010000000000001000000010000000000000000010000000000001,1,h6h5
01000000000000000000000001000000000000100000000000010000000000001000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000010000000000000001000000010000000000000000000000001/00000000000010000100000000000000000000100000000000011000000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000011000000000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000010000000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000001000000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000010000000000001/00000001000000000000000001000000000100000000000000010000000000001000000010000000000000000010000000000001,1,g4e6
01000000000000000000000001000000000000100000000000010000000000001000100000000000000000000010100000000000/10000000000001000000000000000000000000100010000000000010000000000000001000000010000000000000000000000001/00000000000010000100000000000000000000100000000000010000000001000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000011000000000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000001000000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000010000000000001/00000001000000000000000001000000000100000000000000010000000000001000000010000000000000000010000000000001,1,d7e6
01000000000000000000000001000000000000100000000000010000000000001000100000000000000000000010100000000000/10000000000001000000000000000000000000100000000000010010000000000000001000000010000000000000000000000001/00000000000010000100000000000000000000100000000000010001000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000011000000000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000001000000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000010000000000001/00000001000000000000000001000000000100000000000000010000000000001000000010000000000000000010000000000001,1,f3g3
01000000000000000000000001000000000000100000000000010000000000001000100000000000000000000010100000000000/10000000000001000000000000000000000000100000000000010010000000000000001000000010000000000000000000000001/00000000000010000100000000000000000000100000000000010001000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000011000000000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000000100000000000100000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000010000000000001/00000001000000000000000001000000000100000000000000010000000000001000000010000000000000000010000000000001,1,e7f5
01000000000000000000000001000000000000100000000000010000000000001000100000000000000000000010100000000000/10000000000001000000000000000000000000100000000000010000000000001000001000000010000000000000000000000001/00000000000010000100000000000000000000100000000000010001000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000001000000000000000000000011000000000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000000100000000000100000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000010000000000001/00000001000000000000000001000000000100000000000000010000000000001000000010000000000000000010000000000001,1,g3g2
01000000000000000000000001000000000000100000000000010000000000001000100000000000000000000010100000000000/10000000000001000000000000000000000000100000000000010000000000001000001000000010000000000000000000000001/00000000000010000100000000000000000000100000000000010001000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000001000000000000000000000011000000000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000000000000001000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000100000000000001/00000001000000000000000001000000000100000000000000010000000000001000000010000000000000000010000000000001,1,f5e3
01000000000000000000000001000000000000100000000000010000000000001000100000000000000000000010100000000000/10000000000001000000000000000000000000100000000000010000000000001000001000000010000000000000000000000001/00000000000010000100000000000000000000100000000000010001000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000011000000000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000010000000000000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000000100000000000100000000000001/00000001000000000000000001000000000100000000000000010000000000001000000010000000000000000010000000000001,1,g2f2
01000000000000000000000001000000000000100000000000010000000000001000100000000000000000000010100000000000/10000000000001000000000000000000000000100000000000010000000000001000001000000010000000000000000000000001/00000000000010000100000000000000000000100000000000010001000000000000000000000100000000000010000000000001/00000000000010000000000001100000000000010000000000000000001000000000000000000100000000000011000000000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000000000010000000000001/00000000000010000000000001000000100000000000010000000010000000000000000000000100000000000010000001000000/00000010000000000001000000000000000000100000000100000000000000001000000000001000000000000010000000000001/00000001000000000000000001000000000100000000000000010000000000001000000010000000000000000010000000000001,1,e3f1
