board,moving_colour,move
00000000000010100000000000000000000000100000000000010000010000000000000000000100000000000010100000000000/00000000000011000000000000000000000000100000000000010010000000000100000000000000000000000010000000000001/10000000000000000000010000100000000000000000000000010000000000001000000000000100001000000000000000000001/00000000000010000000000001000000100000000100000000000000000000100000000000000110000000000001000000000000/00000000000010000001000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,b8d8
00000000000010000000000001000000000000101000000000000000010000000000000000000100000000000010100000000000/00000000000011000000000000000000000000100000000000010010000000000100000000000000000000000010000000000001/10000000000000000000010000100000000000000000000000010000000000001000000000000100001000000000000000000001/00000000000010000000000001000000100000000100000000000000000000100000000000000110000000000001000000000000/00000000000010000001000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,e5h8
00000000000010000000000001000000000000101000000000000000010000000000000000000100000000000010000000000100/00000000000011000000000000000000000000100000000000010010000000000100000000000000000000000010000000000001/10000000000000000000010000100000000000000000000000010000000000001000000000000100001000000000000000000001/00000000000010000000000001000000100000000100000000000000000000001000000000000110000000000001000000000000/00000000000010000001000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,e7g8
00000000000010000000000001000000000000101000000000000000010000000000000000000100100000000000000000000100/00000000000011000000000000000000000000100000000000010000000000001100000000000000000000000010000000000001/10000000000000000000010000100000000000000000000000010000000000001000000000000100001000000000000000000001/00000000000010000000000001000000100000000100000000000000000000001000000000000110000000000001000000000000/00000000000010000001000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000001000000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,e2h5
00000000000010000000000001000000000000101000000000000000010000000000000000000100100000000000000000000100/00000000000011000000000000000000000000100000000000010000000000001100000000000000000000000010000000000001/10000000000000000000010000100000000000000000000000010000000000001000000000000100001000000000000000000001/00000000000010000000000001000000100000000100000000000000000000001000000000000110000000000000000000001000/00000000000010000001000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,g6h6
00000000000010000000000001000000000000101000000000000000010000000000000000000100100000000000000000000100/00000000000011000000000000000000000000100000000000010000000000001100000000000000000000000010000000000001/10000000000000000000010000100000000000000000000000010000000000001000000000000100000000000010000100000000/00000000000010000000000001000000100000000100000000000000000000001000000000000110000000000000000000001000/00000000000010000001000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000010000000000000000001/00000000000010000000100000000000000000100000000000010000000000001000000010000000000000000100000000000001,1,b1e1
00000000000010000000000001000000000000101000000000000000010000000000000000000100100000000000000000000100/00000000000011000000000000000000000000100000000000010000000000001100000000000000000000000010000000000001/10000000000000000000010000100000000000000000000000010000000000001000000000000100000000000010000100000000/00000000000010000000000001000000100000000100000000000000000000001000000000000110000000000000000000001000/00000000000010000001000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000010000000000000000001/00000000000010000000000001000000000000100000000000010000000100000000000010000000000000000100000000000001,1,d5e7
00000000000010000000000001000000000000101000000000000000010000000000000000000100100000000000000000000100/00000000000011000000000000000000000000100000000000010010000000000100000000000000000000000010000000000001/10000000000000000000010000100000000000000000000000010000000000001000000000000100000000000010000100000000/00000000000010000000000001000000100000000000000000010000000000001000000000000110000000000000000000001000/00000000000010000001000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000010000000000000000001/00000000000010000000000001000000000000100000000000010000000100000000000010000000000000000100000000000001,1,e1e7
00000000000010000000000001000000000000101000000000000000010000000000000000000100100000000000000000000100/00000000000011000000000000000000000000100000000000010000000100000100000000000000000000000010000000000001/10000000000000000000010000100000000000000000000000010000000000001000000000000100000000000010000100000000/00000000000010000000000001000000100000000000000000010000000000001000000000000110000000000000000000001000/00000000000010000001000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000010000000000000000100000000000001,1,e8e7
00000000000010000000000001000000000000101000000000000000000000001000000000000100100000000000000000000100/00000000000011000000000000000000000000100000000000010000010000000100000000000000000000000010000000000001/10000000000000000000010000100000000000000000000000010000000000001000000000000100000000000010000100000000/00000000000010000000000001000000100000000000000000010000000000001000000000000110000000000000000000001000/00000000000010000001000000000000000000100000000000010000000000001000000000000100000000000010000000000001/00000010000000000000000001000000000000100000010000000000000000001000000000000100000000000010000001000000/00000000000010000000000001000000000000100000000000010000000000001000000100000000000010000000000000000001/00000000000010000000000001000000000000100000000000010000000000001000000010000000000000000100000000000001,1,f1e1
